Mantra Number,Mantra,Chanda,Devata,Rishi,Padpath,URL,ScrapedAtUTC
50,श्रु꣣धि꣡ श्रु꣢त्कर्ण꣣ व꣡ह्नि꣢भिर्दे꣣वै꣡र꣢ग्ने स꣣या꣡व꣢भिः । आ꣡ सी꣢दतु ब꣣र्हि꣡षि꣢ मि꣣त्रो꣡ अ꣢र्य꣣मा꣡ प्रा꣢त꣣र्या꣡व꣢भिरध्व꣣रे꣢ ॥५०॥,बृहती,अग्निः,प्रस्कण्वः काण्वः,श्रु꣣धि꣢ । श्रु꣣त्कर्ण । श्रुत् । कर्ण । व꣡ह्नि꣢꣯भिः । दे꣣वैः꣢ । अ꣣ग्ने । सया꣡व꣢भिः । स꣣ । या꣡व꣢꣯भिः । आ । सी꣣दतु । बर्हि꣡षि꣢ । मि꣣त्रः꣢ । मि꣣ । त्रः꣢। अ꣣र्यमा꣢ । प्रा꣣तः । या꣡व꣢꣯भिः । अ꣣ध्वरे꣢ ॥५०॥,https://www.xn--j2b3a4c.com/samveda/50,2025-12-06T06:39:55.705459
51,प्र꣡ दैवो꣢꣯दासो अ꣣ग्नि꣢र्दे꣣व꣢꣫ इन्द्रो꣣ न꣢ म꣣ज्म꣡ना꣢ । अ꣡नु꣢ मा꣣त꣡रं꣢ पृथि꣣वीं꣡ वि वा꣢꣯वृते त꣣स्थौ꣡ नाक꣢꣯स्य꣣ श꣡र्म꣢णि ॥५१॥,बृहती,अग्निः,सौभरि: काण्व:,प्र꣢ । दै꣡वो꣢꣯दासः । दै꣡वः꣢꣯ । दा꣣सः । अग्निः꣢ । दे꣣वः꣢ । इ꣡न्द्रः꣢꣯ । न । म꣣ज्म꣡ना꣢ । अ꣡नु꣢꣯ । मा꣣त꣡र꣢म् । पृ꣣थिवी꣢म् । वि । वा꣣वृते । तस्थौ꣢ । ना꣡क꣢꣯स्य । श꣡र्म꣢꣯णि ॥५१॥,https://www.xn--j2b3a4c.com/samveda/51,2025-12-06T06:39:58.035868
52,अ꣢ध꣣ ज्मो꣡ अध꣢꣯ वा दि꣣वो꣡ बृ꣢ह꣣तो꣡ रो꣢च꣣ना꣡दधि꣢꣯ । अ꣣या꣡ व꣢र्धस्व त꣣꣬न्वा꣢꣯ गि꣣रा꣢꣫ ममा जा꣣ता꣡ सु꣢क्रतो पृण ॥५२॥,बृहती,इन्द्रः,मेधातिथि0मेध्यातिथी काण्वौ,अ꣡ध꣢꣯ । ज्मः । अ꣡ध꣢꣯ । वा꣣ । दिवः꣢ । बृ꣣हतः꣢ । रो꣣चना꣢त् । अधि꣢꣯ । अ꣣या꣢ । व꣣र्धस्व । त꣡न्वा꣢꣯ । गि꣣रा꣢ । म꣡म꣢꣯ । आ । जा꣣ता꣢ । सु꣢क्रतो । सु । क्रतो पृण ॥५२॥,https://www.xn--j2b3a4c.com/samveda/52,2025-12-06T06:40:01.487061
54,नि꣡ त्वाम꣢꣯ग्ने꣣ म꣡नु꣢र्दधे꣣ ज्यो꣢ति꣣र्ज꣡ना꣢य꣣ श꣡श्व꣢ते । दी꣣दे꣢थ꣣ क꣡ण्व꣢ ऋ꣣त꣡जा꣢त उक्षि꣣तो꣡ यं न꣢꣯म꣣स्य꣡न्ति꣢ कृ꣣ष्ट꣡यः꣢ ॥५४॥,बृहती,अग्निः,कण्वो घौरः,नि꣢ । त्वाम् । अ꣣ग्ने । म꣡नुः꣢꣯ । द꣣धे । ज्यो꣡तिः꣢꣯ । ज꣡ना꣢꣯य । श꣡श्व꣢꣯ते । दी꣣दे꣡थ꣢ । क꣡ण्वे꣢꣯ । ऋ꣣त꣡जा꣢तः । ऋ꣣त । जा꣣तः । उक्षितः꣢ । यम् । न꣣मस्य꣡न्ति꣢ । कृ꣣ष्ट꣡यः꣢ ॥५४॥,https://www.xn--j2b3a4c.com/samveda/54,2025-12-06T06:40:06.068639
55,दे꣣वो꣡ वो꣢ द्रविणो꣣दाः꣢ पू꣣र्णां꣡ वि꣢वष्ट्वा꣣सि꣡च꣢म् । उ꣡द्वा꣢ सि꣣ञ्च꣢ध्व꣣मु꣡प꣢ वा पृणध्व꣣मा꣡दिद्वो꣢꣯ दे꣣व꣡ ओ꣢हते ॥५५॥,बृहती,अग्निः,वसिष्ठो मैत्रावरुणिः,दे꣣वः꣢ । वः꣣ । द्रविणोदाः꣢ । द्र꣣विणः । दाः꣢ । पू꣣र्णा꣢म् । वि꣣वष्टु । आसि꣡च꣢म् । आ꣣ । सि꣡च꣢꣯म् । उत् । वा꣣ । सिञ्च꣡ध्व꣢म् । उ꣡प꣢꣯ । वा꣣ । पृणध्वम् । आ꣢त् । इत् । वः꣣ । देवः꣢ । ओ꣣हते ॥५५॥,https://www.xn--j2b3a4c.com/samveda/55,2025-12-06T06:40:08.188020
57,ऊ꣣र्ध्व꣢ ऊ꣣ षु꣡ ण꣢ ऊ꣣त꣢ये꣣ ति꣡ष्ठा꣢ दे꣢वो꣡ न स꣢꣯वि꣣ता꣢ । ऊ꣣र्ध्वो꣡ वाज꣢꣯स्य꣣ स꣡नि꣢ता꣣ य꣢द꣣ञ्जि꣡भि꣢र्वा꣢घ꣡द्भि꣢र्वि꣣ह्व꣡या꣢महे ॥५७॥,बृहती,यूप,कण्वो घौरः,ऊ꣣र्ध्वः꣢ । ऊ꣣ ।  सु꣢ । नः꣢ । ऊत꣡ये꣣ । ति꣡ष्ठ꣢꣯ । दे꣣वः꣢ । न । स꣣विता꣢ । ऊ꣣र्ध्वः꣢ । वा꣡ज꣢꣯स्य । स꣡नि꣢꣯ता । यत् । अ꣣ञ्जिभिः꣢ । वा꣣घ꣡द्भिः꣢ । वि꣣ह्व꣡या꣢महे । वि꣣ । ह्व꣡या꣢꣯महे ॥५७॥,https://www.xn--j2b3a4c.com/samveda/57,2025-12-06T06:40:10.923736
58,प्र꣢꣫ यो रा꣣ये꣡ निनी꣢꣯षति꣣ म꣢र्तो꣣ य꣡स्ते꣢ वसो꣣ दा꣡श꣢त् । स꣢ वी꣣रं꣡ ध꣢त्ते अग्न उक्थशꣳ꣣सि꣢नं꣣ त्म꣡ना꣢ सहस्रपो꣣षि꣡ण꣢म् ॥५८॥,बृहती,अग्निः,सौभरि: काण्व:,प्र꣢ । यः । रा꣣ये꣢ । नि꣡नी꣢꣯षति । म꣡र्तः꣢꣯ । यः । ते꣣ । वसो । दा꣡श꣢꣯त् । सः । वी꣣र꣢म् । ध꣣त्ते । अग्ने । उक्थशँसि꣡न꣢म् । उ꣣क्थ । शँसि꣡न꣢म् । त्म꣡ना꣢꣯ । स꣣हस्रपोषि꣡ण꣢म् । स꣣हस्र । पोषि꣡ण꣢म् ॥५८॥,https://www.xn--j2b3a4c.com/samveda/58,2025-12-06T06:40:13.636578
59,प्र꣡ वो꣢ य꣣ह्वं꣡ पु꣢रू꣣णां꣢ वि꣣शां꣡ दे꣢वय꣣ती꣡ना꣢म् । अ꣣ग्नि꣢ꣳ सू꣣क्ते꣢भि꣣र्व꣡चो꣢भिर्वृणीमहे꣣ य꣢꣫ꣳसमिद꣣न्य꣢ इ꣣न्ध꣡ते꣢ ॥५९॥,बृहती,अग्निः,कण्वो घौरः,प्र꣢ । वः꣣ । यह्व꣢म् । पु꣣रूणा꣢म् । वि꣣शा꣢म् । दे꣣वयती꣡ना꣢म् । अ꣣ग्नि꣢म् । सू꣣क्ते꣢भिः꣣ । सु꣣ । उक्थे꣡भिः꣢ । व꣡चो꣢꣯भिः । वृ꣣णीमहे । य꣢म् । सम् । इत् । अ꣣न्ये꣢ । अ꣣न् । ये꣢ । इ꣣न्ध꣡ते꣢ ॥५९॥,https://www.xn--j2b3a4c.com/samveda/59,2025-12-06T06:40:15.589471
60,अ꣣य꣢म꣣ग्निः꣢ सु꣣वी꣢र्य꣣स्ये꣢शे꣣ हि꣡ सौभ꣢꣯गस्य । रा꣡य꣣ ई꣢शे स्वप꣣त्य꣢स्य꣣ गो꣡म꣢त꣣ ई꣡शे꣢ वृत्र꣣ह꣡था꣢नाम् ॥६०॥,बृहती,अग्निः,उत्कीलः कात्यः,अ꣣य꣢म् । अ꣣ग्निः꣢ । सु꣣वी꣡र्य꣣स्य । सु꣣ । वी꣡र्य꣢꣯स्य । ई꣡शे꣢꣯ । हि । सौ꣡भ꣢꣯गस्य । सौ । भ꣣गस्य । रायः꣢ । ई꣣शे । स्वपत्य꣡स्य꣣ । सु꣣ । अपत्य꣡स्य꣢ । गो꣡म꣢꣯तः । ई꣡शे꣢꣯ । वृ꣣त्रह꣡था꣢नाम् । वृ꣣त्र । ह꣡था꣢꣯नाम् ॥६०॥,https://www.xn--j2b3a4c.com/samveda/60,2025-12-06T06:40:18.306382
61,त्व꣡म꣢ग्ने गृ꣣ह꣡प꣢ति꣣स्त्व꣡ꣳ होता꣢꣯ नो अध्व꣣रे꣢ । त्वं꣡ पोता꣢꣯ विश्ववार꣣ प्र꣡चे꣢ता꣣ य꣢क्षि꣣ या꣡सि꣢ च꣣ वा꣡र्य꣢म् ॥६१॥,बृहती,अग्निः,वसिष्ठो मैत्रावरुणिः,त्व꣢म् । अ꣣ग्ने । गृह꣡प꣢तिः । गृ꣣ह꣢ । प꣣तिः । त्व꣢म् । हो꣡ता꣢꣯ । नः꣢ । अध्वरे꣢ । त्वम् । पो꣡ता꣢꣯ । वि꣣श्ववार । विश्व । वार । प्र꣡चे꣢꣯ताः । प्र । चे꣣ताः । य꣡क्षि꣢꣯ । या꣡सि꣢꣯ । च꣣ ।  वा꣡र्य꣢꣯म् ॥६१॥,https://www.xn--j2b3a4c.com/samveda/61,2025-12-06T06:40:20.820242
62,स꣡खा꣢यस्त्वा ववृमहे दे꣣वं꣡ मर्ता꣢꣯स ऊ꣣त꣡ये꣢ । अ꣣पां꣡ नपा꣢꣯तꣳ सु꣣भ꣡ग꣢ꣳ सु꣣द꣡ꣳस꣢सꣳ सु꣣प्र꣡तू꣢र्तिमने꣣ह꣡स꣢म् ॥६२॥,बृहती,अग्निः,विश्वामित्रो गाथिनः,स꣡खा꣢꣯यः । स꣢ । खा꣣यः । त्वा । ववृमहे । देवम्꣢ । म꣡र्ता꣢꣯सः । ऊ꣣त꣡ये꣢ । अ꣣पा꣢म् । न꣣पा꣢꣯तम् । सु꣣भ꣡ग꣢म् । सु꣣ । भ꣡ग꣢꣯म् । सु꣣दँ꣡ऽस꣢सम् । सु꣣ । दँ꣡स꣢꣯सम् । सु꣣प्र꣡तू꣢र्तिम् । सु꣣ । प्र꣡तू꣢꣯र्त्तिम् । अ꣣नेह꣡स꣢म् । अ꣣न् । एह꣡स꣢म् ॥६२॥,https://www.xn--j2b3a4c.com/samveda/62,2025-12-06T06:40:23.256900
63,आ꣡ जु꣢होता ह꣣वि꣡षा꣢ मर्जय꣣ध्वं नि꣡ होता꣢꣯रं गृ꣣ह꣡प꣢तिं दधिध्वम् । इ꣣ड꣢स्प꣣दे꣡ नम꣢꣯सा रा꣣त꣡ह꣢व्यꣳ सप꣣र्य꣡ता꣢ यज꣣तं꣢ प꣣꣬स्त्या꣢꣯नाम् ॥६३,त्रिष्टुप्,अग्निः,श्यावाश्वो वामदेवो वा,आ꣢ । जु꣣होत । हवि꣡षा꣢ । म꣣र्जयध्वम् । नि꣢ । हो꣡ता꣢꣯रम् । गृ꣣ह꣡प꣢तिम् । गृ꣣ह꣢ । प꣣तिम् । दधिध्वम् । इडः꣢ । प꣣दे꣢ । न꣡म꣢꣯सा । रा꣣त꣡ह꣢व्यम् । रा꣣त । ह꣣व्यम् । सपर्य꣡त꣢ । य꣣जत꣢म् । प꣣स्त्या꣢꣯नाम् ॥६३॥,https://www.xn--j2b3a4c.com/samveda/63,2025-12-06T06:40:25.008346
64,चि꣣त्र꣢꣫ इच्छिशो꣣स्त꣡रु꣢णस्य व꣣क्ष꣢थो꣣ न꣢꣫ यो मा꣣त꣡रा꣢व꣣न्वे꣢ति꣣ धा꣡त꣢वे । अ꣣नूधा꣡ यदजी꣢꣯जन꣣द꣡धा꣢ चि꣣दा꣢ व꣣व꣡क्ष꣢त्स꣣द्यो꣡ महि꣢꣯ दू꣣त्यां꣢३꣱च꣡र꣢न् ॥६४॥,जगती,अग्निः,उपस्तुतो वार्हिष्टव्यः,चि꣣त्रः꣢ । इत् । शि꣡शोः꣢꣯ । त꣡रु꣢꣯णस्य । व꣣क्षथः꣢ । न । यः । मा꣣त꣡रौ꣢ । अ꣣न्वे꣡ति꣣ । अ꣣नु । ए꣡ति꣢꣯ । धा꣣त꣢꣯वे । अ꣣नूधाः꣢ । अ꣣न् । ऊधाः꣢ । यत् । अ꣡जी꣢꣯जनत् । अ꣡ध꣢꣯ । चि꣣त् । आ꣢ । व꣣व꣡क्ष꣢त् । स꣣द्यः꣢ । स꣣ । द्यः꣢ । म꣡हि꣢꣯ । दू꣣त्य꣢꣯म् । च꣡र꣢꣯न् ॥६४॥,https://www.xn--j2b3a4c.com/samveda/64,2025-12-06T06:40:26.398942
65,इ꣣दं꣢ त꣣ ए꣡कं꣢ प꣣र꣡ उ꣢ त꣣ ए꣡कं꣢ तृ꣣ती꣡ये꣢न꣣ ज्यो꣡ति꣢षा꣣ सं꣡ वि꣢शस्व । सं꣣वे꣡श꣢नस्त꣣न्वे꣢३꣱चा꣡रु꣢रेधि प्रि꣣यो꣢ दे꣣वा꣡नां꣢ पर꣣मे꣢ ज꣣नि꣡त्रे꣢ ॥६५॥,त्रिष्टुप्,अग्निः,बृहदुक्थो वामदेव्यः,इ꣣द꣢म् । ते꣣ । ए꣡क꣢꣯म् । प꣣रः꣢ । उ꣣ । ते । ए꣡क꣢꣯म् । तृ꣣ती꣡ये꣢न । ज्यो꣡ति꣢꣯षा । सम् । वि꣣शस्व । संवे꣡श꣢नः । स꣣म् । वे꣡श꣢꣯नः । त꣡न्वे꣢꣯ । चा꣡रुः꣢꣯ । ए꣣धि । प्रियः꣢ । दे꣣वा꣡ना꣢म् । प꣣रमे꣢ । ज꣣नि꣡त्रे꣢ ॥६५॥,https://www.xn--j2b3a4c.com/samveda/65,2025-12-06T06:40:28.388664
66,इ꣣म꣢꣫ꣳ स्तो꣣म꣡मर्ह꣢ते जा꣣त꣡वे꣢दसे र꣡थ꣢मिव꣣ सं꣡ म꣢हेमा मनी꣣ष꣡या꣢ । भ꣣द्रा꣢꣫ हि नः꣣ प्र꣡म꣢तिरस्य स꣣ꣳस꣡द्यग्ने꣢꣯ स꣣ख्ये꣡ मा रि꣢꣯षामा व꣣यं꣡ तव꣢꣯ ॥६६॥,जगती,अग्निः,कुत्स आङ्गिरसः,इ꣣म꣢म् । स्तो꣡मम꣢꣯म् । अ꣡र्ह꣢꣯ते । जा꣣त꣡वे꣢दसे । जा꣣त꣢ । वे꣣दसे । र꣡थ꣢꣯म् । इ꣣व । स꣢꣯म् । म꣣हेम । मनीष꣡या꣢ । भ꣣द्रा꣢ । हि । नः꣣ । प्र꣡म꣢꣯तिः । प्र । म꣣तिः । अस्य । सँस꣡दि꣢ । सम् । स꣡दि꣢꣯ । अ꣡ग्ने꣢꣯ । स꣣ख्ये꣢ । स꣣ । ख्ये꣢ । मा । रि꣣षाम । वय꣢म् । त꣡व꣢꣯ ॥६६॥,https://www.xn--j2b3a4c.com/samveda/66,2025-12-06T06:40:30.157453
67,मू꣣र्धा꣡नं꣢ दि꣣वो꣡ अ꣢र꣣तिं꣡ पृ꣢थि꣣व्या꣡ वै꣢श्वान꣣र꣢मृ꣣त꣢꣫ आ जा꣣त꣢म꣣ग्नि꣢म् । क꣣वि꣢ꣳ स꣣म्रा꣢ज꣣म꣡ति꣢थिं꣣ ज꣡ना꣢नामा꣣स꣢न्नः꣣ पा꣡त्रं꣢ जनयन्त दे꣣वाः꣢ ॥६७॥,त्रिष्टुप्,अग्निः,भरद्वाजो बार्हस्पत्यः,मू꣣र्धान꣢म् । दि꣣वः꣢ । अ꣣रति꣢म् । पृ꣣थिव्याः꣢ । वै꣣श्वानर꣢म् । वै꣣श्व । नर꣢म् । ऋ꣣ते꣢ । आ । जा꣣त꣢म् । अ꣣ग्नि꣢म् । क꣣वि꣢म् । स꣣म्रा꣡ज꣢म् । स꣣म् । रा꣡ज꣢꣯म् । अ꣡ति꣢꣯थिम् । ज꣡ना꣢꣯नाम् । आ꣣स꣢न् । नः꣣ । पा꣡त्र꣢꣯म् । ज꣣नयन्त । देवाः꣢ ॥६७॥,https://www.xn--j2b3a4c.com/samveda/67,2025-12-06T06:40:31.546153
69,आ꣢ वो꣣ रा꣡जा꣢नमध्व꣣र꣡स्य꣢ रु꣣द्र꣡ꣳ होता꣢꣯रꣳ सत्य꣣य꣢ज꣣ꣳ रो꣡द꣢स्योः । अ꣣ग्निं꣢ पु꣣रा꣡ त꣢नयि꣣त्नो꣢र꣣चि꣢त्ता꣣द्धि꣡र꣢ण्यरूप꣣म꣡व꣢से कृणुध्वम् ॥६९॥,त्रिष्टुप्,अग्निः,वामदेवो गौतमः,आ꣢ । वः꣣ । रा꣡जा꣢꣯नम् । अ꣣ध्वर꣡स्य꣢ । रु꣣द्र꣢म् । हो꣡ता꣢꣯रम् । स꣣त्यय꣡ज꣢म् । स꣣त्य । य꣡ज꣢꣯म् । रो꣡द꣢꣯स्योः । अ꣣ग्नि꣢म् । पु꣣रा꣢ । त꣣नयित्नोः꣢ । अ꣣चि꣡त्ता꣢त् । अ꣣ । चि꣡त्ता꣢꣯त् । हि꣡र꣢꣯ण्यरूपम् । हि꣡र꣢꣯ण्य । रू꣣पम् । अ꣡व꣢꣯से । कृ꣣णुध्वम् ॥६९॥,https://www.xn--j2b3a4c.com/samveda/69,2025-12-06T06:40:36.382034
